,name,reviews,score,year,month,day,label,sentiment,percent
59,구타500,운빨이 현질을 능가하며 게임을 좌우하기에 매번 주무기 돌파 기도만 하다 폰을 던질수 있습니다 뽑기도 진화에 필요한 동일 급출현 확률이 절반으로 줄어들어 금전이 두배이상 들어가게 패치가 되었습니다 그러나 곧 배 배가 투입되게 바뀔것이라는 확신적인 예상을 합니다,1,2023,3,2,0,부정,[0.9735491]
60,스테이크,다른게임 광고 나왔는데 지하철에서 인터넷 안되면 지루하다 뭐다 이상한 소리하고 자빠져있네 한국 게임에서 한국인한테 광고를 할거면 최소한 공감이 되는 소리라도 해야지 한번 나오면 그렇다치고 넘어가는데 계속 이딴 게임 광고만 나와,1,2023,4,9,0,부정,[0.97675365]
61,모두의 사이언스,아니 이게 깔고 신나는 마음으로 로딩 하는데 로딩 다되면 검은 화면 뜨고 초쯤 있다가 튕김 번정도 시도했는데 안됨 진짜 재미있게 해줄라 했는데 안돼겠음 빨리 고쳐라ㅡㅡ,1,2023,3,30,0,부정,[0.9128799]
62,뻐드렁니,현질유도를 적당히 해야지 차라리 다른게임하는게 좋을듯 아 그리고 차라리 멀티플레이도 추가시키면 좋을듯 인 플레이를 할수있는 특정 맵을 만들어서 클리어 보상으로 장비 및 부품을 주는 시스템으로 만들면 좋을듯 최적화는 제발 했으면,1,2023,1,8,0,부정,[0.87043256]
63,최대식,아니 일일도전 할때마다 왜이리 에러가 걸려요 예를 들어 개 스킬 선택하는건대 개만되고 개 업그레이드 되는거면 두리안 선택되면 두리안도 업어져잇어서 진행되고,1,2023,3,28,0,부정,[0.87246466]
64,eun chul Zhang,여러분들 사실 제가 별을 주기도 싫었던게 버그가 너무 많이 발생합니다 이번에도 나온 할로윈 이벤트도 버그가 발생했습니다 그래서 저도 이게임을 지울려고 합니다 이 버그만 복구를 해주시면 아주좋은 게임이 될것같습니다,1,2023,2,20,0,긍정,[0.7018191]
65,김성규,플레이어 상황보고 나오는 아이템 무기 등등 조작하는 겜 어떤게 나오면 좋은 상황이니 절대 그건 안나오게 하는 조작 게임 너무 많이 경험했다,1,2023,5,9,0,부정,[0.9480178]
66,won hi,진짜 이게임 광고 너무 많고 광고를 전보다더 많이 광고를 본것같아서 진짜로 스트레스가 많아진것 같아요,1,2023,4,28,0,부정,[0.97914916]
67,YouKyoung Kim,그래도 왠만하면 평점을 좋게 주고싶은데 다른 게임에서 탕탕 광고 나오는데 엄청나게 랙걸리고 버튼이 잘안뜸 그래도 게임은 재밌어서 별 두개는 줌,1,2023,5,10,0,부정,[0.7127441]
68,Daae Grace Lee,아니 이번 이벤트로 엘리트 펫 개 교환했는데 전에 있던 펫이 떴는데 전에있던 팻이 사라졌어요 복구좀 부탁드립니다,1,2023,5,2,0,부정,[0.87770987]
69,김진아,게임이재미있긴합니다하지만게속스테이지를깰때마다너무어려워집니다무과금인데현질을해야다행이깰수있다,1,2023,4,26,0,긍정,[0.67532796]
70,김건우,광고보고깔았는데 와이파이 필요없다면서 와이파이필요하고 현질유도도 너무심해요 이렇게 돈쓰지 않으시면 좋겠네요 저의 평점은여기까지입니다,1,2023,5,9,0,부정,[0.8869144]
71,강다현,이겜 해보고싶어서 깔자마자 폰에 렉걸리고 번은 더 넘게 들어갔는데 로딩화면에서 계속 튕겨요 게임 몇판 해보지도 못하고 이게뭔,1,2023,5,9,0,부정,[0.95519716]
72,허민구,업데이트 이후 갑자기 처음부터 시작하기 되었습니다 결제한 것들도 챕터도 다 초기화 되었는데 어떻게 복구 시키나요,1,2023,5,4,0,부정,[0.78882873]
73,picayu picapica,이 게임 처음엔 제미있었는데 콘텐츠는 나올때마다 현질해야하고 점점 똑같은건만 나오기만 했어요현질은 안하면 그냥 죽고 하면 적이 그냥 녹는 시간낭비 현질유도 만겜이였다는게 저의 의견입니다,1,2023,4,30,0,부정,[0.97755146]
74,Joon Lee,탕탕특공대라는 게임은 년에 나왔습니다 하지만 탕탕특공대는 게임은 별을 개 드립니다 이 게임광고는 계속 봐서 무한대 나옵니다 이 게임을 플레이 하고 싶진 않습니다,1,2023,3,25,0,부정,[0.8524665]
75,강현우,결국 현질안하면 클리어못함 보스 공격이 화면에 꽉차는데 컨트롤의미가 없음 이거 영자가 현질안하고 클리어하면 인정,1,2023,5,13,0,부정,[0.9603183]
76,성도그,최근업데이트에 전리품 가방안에 들어가는 모션 생겼는데 이것때문에 답답해요 느려서 모션 삭제해주시던지    기능 만들어주시던지 해야할것같습니다,1,2023,3,24,0,부정,[0.78171]
77,뼈인형,랭킹 조작 수준의 스킬 확률 쓰레기 같다 메인 무기 스킬 업그레이드 못해서 랭킹 위됐네 쓰레기 같은 게임,1,2023,4,27,0,부정,[0.97904146]
78,김성학,초반에 만원정도 과금했고 지금 일째 플레이 중인데 경고장이라는게 날라 오네요 데이터에 이상이 감지 된다고 지켜본다고 과금 더이상 안할거면 게임도 더 이상 하지말라는 건가 사람 디게 기분나쁘게 하네요 경고장 이런건 뭘 잘못한 사람한테 보내는거 아닌가 내가 이런걸 받아야하는 이유는 알려줘야 하는거 아닌가요 내가 년을 한 게임도 있고 일년을 넘게 한 게임도 있는데 이딴게 날라오는 건 처음 보네 그래 열심히 지겨보셔,1,2023,2,6,0,부정,[0.9788582]
79,게스트,쓰래기 게임입니다 판정도 안좋고 진짜 쓰래기입니다 깔지 마세요 광고도 다 구라입니다,1,2023,5,14,0,부정,[0.9791684]
80,김도원,어우 지기미 점점젓가타 진다두달 넘도록 해서챕터인데쏟아지는 총알이랑 몹한테 한방이나두방 만 맞으면 죽고 광고보고 라도 한번 더 할려니까 광고가 끝났는데도 닫지 못하게 뭔 개짓꺼리를 해 놨는지 승질 베리겠다 욕이 저절로 나온다 처음 시작할 때뭔가를 사기는 했는데 계속 사야 하는 것 같고 돈 안 쓸거면 그만 하라는 뜻인것 같네 며칠째한판을 못 깨고 여러분들 이거 하지 마세요 하시다 보면 분명히 나 처럼 성질을 내면서 욕을 하실 겁니다 확신합니다 난 방금 지우고 글을 씁니다,1,2023,3,13,0,부정,[0.94747525]
81,김제식,별한개도 아깝다 첨엔 아이템도 잘나오고 중독성도 있고 시간가는줄 모르고 잼나게 했는데 후반으로 갈수록 아이템 확률 줄이고 현질 유도 하는기분이 들어 갑자기 멘붕 오면서 겜이 하기 싫어짐 어느겜이든 현질 유도는 있지만 이건 뭐 대놓고 확률 낮추면서 현질하라는기분이네,1,2023,1,4,0,부정,[0.9791995]
82,안효경,노잼 깔지마셈 그냥 장점은 없고 단점만 있음 그냥 한마디로 다운로드 안하는게 좋음 뭐하라고 만든거냐고  ,1,2023,5,14,0,부정,[0.9790663]
83,Ji-hyung Park,까만 화면 나오는 광고는 뭔가요 뭘 눌러도 안넘어가서 다시 껐다 켜야 하네요,1,2023,5,6,0,부정,[0.63482296]
84,윤성렬,아니 좀비가 아무리 몰려와도 동그랗게 있은면 안돼죠 나올 틈은 있어야죠 만약에너가 좀비 새상에 좀비가 동그랗게 있은면 화나지 게임 패치 제대로 해,1,2023,5,6,0,부정,[0.9012525]
85,최진영,다른 게임에서도 광고 겁나나오고 재미도 없고 별점 주기도 아깝고 겁나 게임 어렵고 현질유도 하고 망겜임,1,2023,4,30,0,부정,[0.97923994]
86,김민수,광고가 이 광고만 나와서 너무 재미가없고 아이템도 안 좋은게 안나와서 싫어요,1,2023,4,30,0,부정,[0.97699445]
87,천뢰,시작 일미션 칼한자루 받자고 겁나게 해도 못받네 바로 종료 타게임은 일지나도 그나마 미션 완료하면 받을수있는데 최악이네겜 시간도 그렇고 한게임 하는데 분이상이니 에효 하긴 절이 싫으면 중이 떠나야지 괜히 돈질렀네,1,2023,5,10,0,부정,[0.9792114]
88,이지성,저는 잘모르겠어요그리고 플레이 안하면 협박하듯 광고가 엄청 나와요,1,2023,5,12,0,부정,[0.7524853]
89,Hippie Kim, 스테이지부터 너무 티나게 레벨디자인을 클리어가 어렵게 높여놓은게 보입니다 적당한 수준의 방향이 아니라 많이 과하다고 보이네요 이부분에서 게임을 접게 됐습니다,1,2023,2,16,0,부정,[0.9554854]
90,BLUE서준혁,하다 보니까 질려서 삭제 했는데 광고를 엄청 하네요 절대 질리지 않는 게임 임이라고 했는데 라운드 깨고 나서 부터 질리는데요 아무튼 저는 탕탕 광고좀 그만했으면 좋겠습니다 인기도 많은데 광고좀 그만 하세요,1,2023,2,17,0,부정,[0.9141062]
91,김수정,안녕하세요 저는 어제부터 이용한 사람입니다 제가 재미있어서 같은계정 다른 핸드폰으로도 이용하러 설치를 하고 게임을 했는데 어제 결제했던게 아이템들은 사라지고 새롭게 변했는데 이게 맞나요 돈이 아깝운건 아닌데 어제 클리어했던것들도 다 사라지고 검토해주시고 조치를 취해주세요 별점은 검토후에 수정하겠습니다,1,2023,2,26,0,부정,[0.85353243]
92,이선희,너무별로입니다왜냐하면다른게임할때광고도너무많이나오고무기얻기가귀찮습니다,1,2023,5,5,0,부정,[0.94581175]
93,배민준,초반에좋은데챕터가한번식넘어가면광고가나오고점점더어려워져요 광고좀수정좀해주세요,1,2023,5,13,0,긍정,[0.54482573]
94,김문호,재미없다 잘안돼면서광고나오게하는 개같은개임 야깃네 ㅋ 다른이벤트안준비하고 이게게임이냐 삭제해야 게임광고를줄일수있음 개재미없으면서ㅠ광고만올리는 그지흑수저겜,1,2023,5,3,0,부정,[0.9789336]
95,두둥실두둥실,과금요소만 늘어가는것을 보며 호구였음을 깨닫고 삭제합니다 그간 과금한것도 매우 아깝네요,1,2023,4,29,0,부정,[0.97662103]
96,한정석 (어깨의 RC헬기 세상),웬만한 광고는 다 참겠는데 분도 넘는 디스라이트 광고땜에 앱 삭제합니다 디스라이트 광고 진짜 토나오네,1,2023,4,25,0,부정,[0.9784685]
97,에반우진,아 겜 죽을때마다 이 광고만 계속 나오니까 화나네요 게다가 게임을 하다 보면 어쩔 수없이 현질을 할 수밖에 없을 것 같네요,1,2023,4,20,0,부정,[0.97865164]
98,최진영,저는 챕터를 계속 못깨서 죽을말이네요 진짜 화가 엄청나고 너무 어려워요 이러다가 화병 나감 내가 이 탕탕특공대보다 어려운거 하다도 없음 진짜로입니다 좀 탕탕특공대 쉽게 해줄기 바람 챕터 좀 쉽게 해주세요 진짜 욕나오고 스트레스 받음 그리고 원은 너무 비싸고 이 탕탕특공대 한번하면 또다시 못함 왜 비싸니깐 이거 챕터는 쉽게 해주고 급지원품 좀 싼게 해주세요 좀 재발,1,2023,1,8,0,부정,[0.9746932]
99,박수빈,광고에서 번나와서 해봤더니 돈많고 인생손해 보고싶은분들에게 추천합니다 탕탕특공대 게임 짝퉁이고 갈수록 점점 어려워져요 광고도 좀 나오고 너죽고 나죽자 하면 죽는게임 상자찾는 재미가 좀 있는데 음어네 어려워요 비추 점만점에 점 아니다 점 드릴게요 처음엔 ㄱㅊ아서,1,2023,1,18,0,부정,[0.5395398]
100,이혜민,하나도 아깝다 게임을 하는 도중 잠깐 화면이 멈추더니 강제로 한국돈으로 만원이 결제 되었다 그 후 구글에서 환불 신청했지만 거절되었다 개발자에게 문의하였고 보석만 다시 훔쳐가고 돈은 돌려주지 않았다 돈 잃어버리고 싶지 않은거면 이 게임 하지 말아라  아래에 리뷰를 보면 내 글과 전혀 다른 말을 하고 있다 이게 바로 이 게임에 최대 단점이다 전혀 피드백이 받아드려지지 않으며 환불도 되지 않는다,1,2023,1,27,0,부정,[0.9787112]
101,나멋져,진짜 이 게임 단점만 있습니다광고에 종료버튼이 안 나오는거 진짜 난이도 너무 심한거,1,2023,5,2,0,부정,[0.78214705]
102,이히히,다 좋고 정말 재미있는 게임입니다 스테이지에서 차츰 강해지는 캐릭터도 좋은데 저만 그런 건지는 몰라도 버그인지 일반급 군 지원품 상자에 광고보고 한번 열기 이거만 누르면 광고가 안뜨다가 갑자기 튕겨져서 앱이 처음 화면으로 돌아가 버리네요시작 로딩화면 약간 좀 이제는 짜증나네요,1,2022,12,5,0,긍정,[0.8767761]
103,여름여우,메일을 번갈아가며 통 넘게 보냈으나 확인조차 하지 않고 있으면서 메일 보내라는 답변을 달면 어떻합니까 페북 메세지 보내라더니 페북도 답 없고 카톡으로 연락해도 답이없는데요 몇주째 메일 보내며 답변 기다리는 중인데 답도 안해줄거면서 메일 보내라고는 왜 합니까 ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ전체이용가 게임인데 폰 바꾸면 계정이동을 안해줌 아들 폰이 박살나서 새 폰으로 교체하며 계정 이동 요청 메일을 보냈는데 플레이게임즈 연동하면 이동된다는 복붙 답만 보내더니 이젠 아예 답변을 안함 플레이게임즈는 세 이상 사용가라 그 이하 연령은 못쓰는데 어떻게 하란 말인지 이해가 안된다 이런식으로 할거면 애초에 전체이용가로 출시하지를 말거나 세 이하는 결제를 받지 말았어야지 개짜증난다 진짜,1,2023,3,23,0,부정,[0.84846324]
104,김ᄋᄋᄋ,부담없이 즐길수 있어서 좋았는데 갈수록 자꾸 미션이 추가되고 숙제가 늘어나서 억지로 시간도 많이 걸리고 너무 부담스러워져서 잘 안하게됨,1,2023,4,5,0,부정,[0.7750712]
105,ラジオ壊れた,배터리가 빨리닿습니다 해킹툴이라도 심어져있는걸까요 플레이안할때도 발열폰반응느려짐 아무래도 개인정보 감시하는 스미싱걸려있는것같습니다,1,2023,4,4,0,부정,[0.8418287]
106,jiyoun s,와 별 한개도 주기 아깝네 이거 광고에 속아넘어가지 마세요 실제로는 쿠폰 그딴거 디스코드 같은거 있어야지 얻을수있지 실제로는 그딴거 없어요 그리고 제가 한거중에 최악의 게임입니다 진짜 챕터부터는 아니 챕터까지는 깰수있어도 챕터부터는 진짜 빡고수나 과금러 유저들만 깰수있어요 진짜 별점테러였나 그거하고싶 네ㅆㅃ진짜 최악,1,2023,4,5,0,부정,[0.9791968]
